,feature,tfidf,ig_value
495,beribuk,0.0,0.0007841756598852001
496,beribukota,0.0,0.0007841756598852001
497,berikan,0.0,0.005110354679931817
498,berikut,0.0,0.010963256666450372
499,berikutnya,0.0,0.0007841756598852001
500,berimbas,0.0,0.0007841756598852001
501,berimplikasi,0.0,0.0017643284227015776
502,berinvestasi,0.0,0.0007841756598852001
503,berita,0.29670259678892213,0.025429379057716917
504,beritanya,0.0,0.0033455500218242396
505,berjalan,0.0,0.01076582702892992
506,berjatuhan,0.0,0.0007979393802941548
507,berjibun,0.0,0.0007979393802941548
508,berjiwa,0.0,0.0007979393802941548
509,berjuang,0.0,0.001581704892316127
510,berjudul,0.0,0.0007979393802941548
511,berkah,0.0,0.0015690787865341171
512,berkait,0.0,0.0007979393802941548
513,berkaitan,0.0,0.001581704892316127
514,berkata,0.0,0.0007979393802941548
515,berkelas,0.0,0.0007979393802941548
516,berkembang,0.0,0.0015690787865341171
517,berkepentingan,0.0,0.0007979393802941548
518,berkesudahan,0.0,0.0007841756598852001
519,berkibar,0.0,0.0007979393802941548
520,berkirim,0.0,0.0009667991902708728
521,berkoar,0.0,0.0007841756598852001
522,berkomentar,0.0,0.0009667991902708728
523,berkomitmen,0.0,0.0007841756598852001
524,berkompeten,0.0,0.0007841756598852001
525,berkurang,0.0,0.001581704892316127
526,berkutat,0.0,0.0007979393802941548
527,berlaku,0.0,0.001750564702292623
528,berlama,0.0,0.0007979393802941548
529,berlangsung,0.0,0.0015690787865341171
530,berlanjut,0.0,0.0017643284227015776
531,berlapis,0.0,0.001750564702292623
532,berlebihan,0.0,0.0007979393802941548
533,berlipat,0.0,0.0007979393802941548
534,bermacam,0.0,0.0007979393802941548
535,bermain,0.0,0.0023661976522391104
536,bermanfaat,0.0,0.0015690787865341171
537,bermutu,0.0,0.0007841756598852001
538,bernama,0.0,0.0023960637471287516
539,bernasib,0.0,0.0009667991902708728
540,bernegara,0.0,0.001581704892316127
541,berniat,0.0,0.001750564702292623
542,beropini,0.0,0.0015966267866678319
543,berotak,0.0,0.0007979393802941548
544,berpendapat,0.0,0.002562605462349543
545,berpengaruh,0.0,0.001750564702292623
546,berperan,0.0,0.0007841756598852001
547,berperang,0.0,0.0009667991902708728
548,berpikir,0.0,0.004762045893285327
549,berpikiran,0.0,0.0007841756598852001
550,berpikirlah,0.0,0.0007841756598852001
551,berpindah,0.0,0.001750564702292623
552,berpotensi,0.0,0.0023661976522391104
553,berprespektif,0.0,0.0007841756598852001
554,berpura,0.0,0.0007979393802941548
555,berputar,0.0,0.0007841756598852001
556,bersama,0.0,0.011345092737303997
557,bersangka,0.0,0.0007841756598852001
558,bersatu,0.0,0.0007841756598852001
559,bersejarah,0.0,0.0009667991902708728
560,bersiap,0.0,0.0007979393802941548
561,bersih,0.0,0.0007979393802941548
562,bersikap,0.0,0.0007979393802941548
563,bersuara,0.0,0.002279451940800703
564,bersumber,0.0,0.001581704892316127
565,bersyukur,0.0,0.0007841756598852001
566,bertahan,0.0,0.0009667991902708728
567,bertahap,0.0,0.001750564702292623
568,bertahun,0.0,0.0007979393802941548
569,bertanggung,0.0,0.0007979393802941548
570,bertanya,0.0,0.001581704892316127
571,bertarung,0.0,0.0007979393802941548
572,bertema,0.0,0.0007841756598852001
573,bertemu,0.0,0.002903498106329394
574,bertepatan,0.0,0.0007979393802941548
575,bertindak,0.0,0.0007841756598852001
576,bertransformasi,0.0,0.0007841756598852001
577,berubah,0.0,0.0025476835679978382
578,berujung,0.0,0.0007841756598852001
579,berumur,0.0,0.0009667991902708728
580,berunding,0.0,0.0007979393802941548
581,berutang,0.0,0.0007841756598852001
582,berwawasan,0.0,0.0009667991902708728
583,berwujud,0.0,0.0007979393802941548
584,besanan,0.0,0.0007841756598852001
585,besar,0.0,0.022610835017293773
586,besarnya,0.0,0.0033317657420997016
587,beserta,0.0,0.0007979393802941548
588,besok,0.0,0.007584431982317064
589,besuara,0.0,0.0009667991902708728
590,bet,0.0,0.001750564702292623
591,betawi,0.0,0.0015966267866678319
592,betul,0.0,0.0073092530981690995
593,bfojxlirqa,0.0,0.0009667991902708728
594,bfwb,0.0,0.0007841756598852001
595,bfzcrgdvcs,0.0,0.0009667991902708728
596,bg,0.0,0.004961938727577886
597,bgini,0.0,0.0007979393802941548
598,bgsdozwcct,0.0,0.0007979393802941548
599,bgt,0.0,0.0017643284227015776
600,bh,0.0,0.0007979393802941548
601,bhcnomvnfn,0.0,0.0007841756598852001
602,bhw,0.0,0.0023960637471287516
603,bi,0.0,0.0017643284227015776
604,biar,0.0,0.009239372091631282
605,biarkan,0.0,0.0007979393802941548
606,biasa,0.0,0.004762045893285327
607,biaya,0.0,0.03639084417771965
608,biayai,0.0,0.0007979393802941548
609,bicara,0.0,0.021940699179257006
610,bidang,0.0,0.001750564702292623
611,bidangnya,0.0,0.0007841756598852001
612,bidik,0.0,0.0009667991902708728
613,bigot,0.0,0.0007841756598852001
614,bigrpfvb,0.0,0.0007979393802941548
615,bijak,0.0,0.0023661976522391104
616,bijaknya,0.0,0.0007979393802941548
617,bijaksana,0.0,0.0007979393802941548
618,bikin,0.0,0.008796751787115475
619,bikinan,0.0,0.0015966267866678319
620,bikini,0.0,0.0007979393802941548
621,bil,0.0,0.0007841756598852001
622,bila,0.0,0.0033455500218242396
623,bilang,0.0,0.01039211845538035
624,bilau,0.0,0.0007841756598852001
625,bill,0.0,0.0007979393802941548
626,bima,0.0,0.013442249166466969
627,bingar,0.0,0.0007979393802941548
628,bingarnya,0.0,0.0007841756598852001
629,bingung,0.0,0.001581704892316127
630,bintang,0.0,0.0017643284227015776
631,birokrasi,0.0,0.0023661976522391104
632,bisakah,0.0,0.0007841756598852001
633,bisanya,0.0,0.0007979393802941548
634,bisnis,0.0,0.008058531847642714
635,bit,0.0,0.0007979393802941548
636,bivwydawai,0.0,0.0007979393802941548
637,biyaya,0.0,0.0007979393802941548
